Fecha,Región,Producto,Categoría,Laboratorio,Canal,Vendedor,Unidades,PrecioUnitario,Ventas,Inventario
2025-03-03,Bucaramanga,Vitamina C MK,Antigripal,Genfar,Farmacia,Juan Méndez,12,15168.12,182017.44,90
2025-03-03,Cartagena,Acetaminofén MK,Antiinflamatorio,Genfar,Clínica,Juan Méndez,7,8438.18,59067.26,482
2025-03-03,Barranquilla,Omeprazol Genfar,Vitaminas,Pfizer,Farmacia,Paula Díaz,6,10707.86,64247.16,261
2025-03-03,Cartagena,Acetaminofén MK,Antibiótico,Pfizer,Distribuidor,David Torres,10,18695.53,186955.3,71
2025-03-03,Bogotá,Loratadina Pfizer,Vitaminas,Sandoz,Clínica,Ana Gómez,18,14295.68,257322.24,188
2025-03-03,Bogotá,Diclofenaco Pfizer,Analgésico,Sandoz,Distribuidor,Juan Méndez,5,16355.75,81778.75,243
2025-03-03,Cartagena,Amoxicilina Sandoz,Antibiótico,Genfar,Clínica,Ana Gómez,2,4440.44,8880.88,119
2025-03-03,Barranquilla,Vitamina C MK,Antiinflamatorio,Genfar,Clínica,Laura López,7,17977.49,125842.43000000001,421
2025-03-03,Bogotá,Acetaminofén MK,Antigripal,MK,Hospital,Ana Gómez,9,7021.88,63196.92,428
2025-03-03,Barranquilla,Diclofenaco Pfizer,Analgésico,Pfizer,Distribuidor,Ana Gómez,8,8938.92,71511.36,61
2025-03-03,Bucaramanga,Loratadina Pfizer,Antibiótico,Pfizer,Distribuidor,Laura López,6,23472.37,140834.22,96
2025-03-03,Bogotá,Omeprazol Genfar,Antiinflamatorio,Genfar,Distribuidor,David Torres,7,18736.94,131158.58,111
2025-03-03,Medellín,Diclofenaco Pfizer,Analgésico,MK,Hospital,Paula Díaz,16,24505.5,392088.0,226
2025-03-03,Cali,Omeprazol Genfar,Antibiótico,MK,Hospital,Camila Castro,6,18893.79,113362.74,197
2025-03-03,Cali,Acetaminofén MK,Antiinflamatorio,Pfizer,Hospital,Paula Díaz,17,1855.1,31536.699999999997,97
2025-03-03,Cali,Vitamina C MK,Analgésico,Sandoz,Clínica,Carlos Pérez,11,21853.25,240385.75,147
2025-03-03,Barranquilla,Azitromicina MK,Vitaminas,Genfar,Farmacia,Juan Méndez,10,23502.28,235022.8,458
2025-03-03,Cali,Ibuprofeno Genfar,Vitaminas,Genfar,Clínica,Jorge Ruiz,4,24912.16,99648.64,294
2025-03-03,Manizales,Omeprazol Genfar,Antiinflamatorio,Sandoz,Clínica,Laura López,1,6538.55,6538.55,110
2025-03-03,Cartagena,Gripadol,Antibiótico,MK,Farmacia,Carlos Pérez,3,10246.71,30740.129999999997,223
2025-03-03,Cartagena,Acetaminofén MK,Antigripal,Genfar,Clínica,Luis Martínez,4,24710.0,98840.0,493
2025-03-03,Bogotá,Doloran Forte,Vitaminas,MK,Distribuidor,Paula Díaz,10,11166.48,111664.79999999999,184
2025-03-03,Barranquilla,Vitamina C MK,Antiinflamatorio,Pfizer,Farmacia,Ana Gómez,2,18254.56,36509.12,462
2025-03-03,Medellín,Loratadina Pfizer,Analgésico,Sandoz,Farmacia,Carlos Pérez,6,22219.73,133318.38,368
2025-03-03,Bogotá,Diclofenaco Pfizer,Antiinflamatorio,Genfar,Clínica,Ana Gómez,4,23891.15,95564.6,186
2025-03-03,Bucaramanga,Vitamina C MK,Antibiótico,Pfizer,Clínica,David Torres,4,13757.59,55030.36,288
2025-03-03,Cartagena,Loratadina Pfizer,Vitaminas,Sandoz,Clínica,Ana Gómez,10,11595.8,115958.0,211
2025-03-03,Barranquilla,Azitromicina MK,Antigripal,Pfizer,Hospital,Ana Gómez,2,2856.71,5713.42,121
2025-03-03,Cartagena,Azitromicina MK,Analgésico,Genfar,Clínica,Sofía Ríos,15,17866.1,267991.5,295
2025-03-03,Bucaramanga,Doloran Forte,Antigripal,Sandoz,Clínica,Laura López,15,13149.04,197235.6,359
2025-03-03,Bucaramanga,Azitromicina MK,Analgésico,Genfar,Hospital,Camila Castro,4,12899.72,51598.88,436
2025-03-03,Medellín,Loratadina Pfizer,Analgésico,Pfizer,Distribuidor,Carlos Pérez,7,3073.88,21517.16,497
2025-03-03,Cali,Diclofenaco Pfizer,Vitaminas,Pfizer,Clínica,David Torres,8,18637.02,149096.16,208
2025-03-03,Manizales,Gripadol,Vitaminas,Sandoz,Farmacia,Juan Méndez,10,19513.1,195131.0,450
2025-03-03,Bucaramanga,Omeprazol Genfar,Antibiótico,Sandoz,Hospital,Juan Méndez,12,21535.75,258429.0,227
2025-03-03,Manizales,Acetaminofén MK,Antigripal,MK,Hospital,Laura López,23,7890.73,181486.78999999998,178
2025-03-03,Cartagena,Loratadina Pfizer,Antigripal,Genfar,Clínica,Juan Méndez,7,20858.53,146009.71,441
2025-03-03,Manizales,Doloran Forte,Vitaminas,MK,Hospital,Paula Díaz,11,22378.91,246168.01,87
2025-03-03,Cali,Ibuprofeno Genfar,Antiinflamatorio,Genfar,Clínica,Jorge Ruiz,7,1634.39,11440.730000000001,340
2025-03-03,Bogotá,Vitamina C MK,Antigripal,Sandoz,Distribuidor,Ana Gómez,15,21172.31,317584.65,100
2025-03-03,Medellín,Loratadina Pfizer,Antiinflamatorio,Sandoz,Hospital,Laura López,10,12337.42,123374.2,455
2025-03-03,Manizales,Acetaminofén MK,Analgésico,Sandoz,Farmacia,Luis Martínez,9,18070.77,162636.93,233
2025-03-03,Bucaramanga,Diclofenaco Pfizer,Vitaminas,MK,Farmacia,Laura López,4,8009.79,32039.16,463
2025-03-03,Barranquilla,Doloran Forte,Antiinflamatorio,Pfizer,Distribuidor,Ana Gómez,10,13287.03,132870.30000000002,415
2025-03-03,Manizales,Ibuprofeno Genfar,Antiinflamatorio,Genfar,Clínica,Laura López,7,17228.75,120601.25,320
2025-03-03,Cali,Loratadina Pfizer,Antiinflamatorio,Genfar,Hospital,Camila Castro,19,24242.39,460605.41,441
2025-03-03,Medellín,Amoxicilina Sandoz,Antiinflamatorio,Pfizer,Distribuidor,Laura López,4,9811.87,39247.48,393
2025-03-03,Manizales,Amoxicilina Sandoz,Antigripal,Pfizer,Clínica,Paula Díaz,2,12744.66,25489.32,392
2025-03-03,Manizales,Doloran Forte,Analgésico,Pfizer,Clínica,Jorge Ruiz,5,20825.96,104129.79999999999,448
2025-03-03,Bogotá,Diclofenaco Pfizer,Vitaminas,Sandoz,Farmacia,Luis Martínez,5,10229.48,51147.399999999994,276
2025-03-03,Cali,Gripadol,Antiinflamatorio,Genfar,Distribuidor,Luis Martínez,16,6115.85,97853.6,395
2025-03-03,Barranquilla,Vitamina C MK,Antiinflamatorio,Pfizer,Distribuidor,Camila Castro,2,18927.66,37855.32,461
2025-03-03,Cartagena,Acetaminofén MK,Vitaminas,MK,Distribuidor,David Torres,10,15690.5,156905.0,336
2025-03-03,Barranquilla,Loratadina Pfizer,Antigripal,Pfizer,Clínica,David Torres,5,19164.39,95821.95,457
2025-03-03,Cali,Diclofenaco Pfizer,Antigripal,Genfar,Clínica,Luis Martínez,4,6377.21,25508.84,51
2025-03-03,Manizales,Vitamina C MK,Antigripal,Genfar,Hospital,Ana Gómez,4,23476.54,93906.16,386
2025-03-03,Barranquilla,Amoxicilina Sandoz,Antibiótico,Pfizer,Farmacia,Juan Méndez,14,13481.57,188741.97999999998,50
2025-03-03,Medellín,Acetaminofén MK,Antibiótico,Sandoz,Farmacia,Laura López,22,19674.45,432837.9,156
2025-03-03,Cartagena,Amoxicilina Sandoz,Antigripal,Pfizer,Clínica,Ana Gómez,17,4448.93,75631.81,456
2025-03-03,Cartagena,Amoxicilina Sandoz,Antigripal,Genfar,Farmacia,Sofía Ríos,13,13831.29,179806.77000000002,164
2025-03-03,Manizales,Gripadol,Antibiótico,Sandoz,Clínica,Laura López,4,16854.51,67418.04,226
2025-03-03,Bucaramanga,Ibuprofeno Genfar,Antigripal,Sandoz,Hospital,Laura López,5,18096.78,90483.9,345
2025-03-03,Medellín,Doloran Forte,Antiinflamatorio,Sandoz,Hospital,Camila Castro,13,7139.75,92816.75,339
2025-03-03,Cartagena,Acetaminofén MK,Antigripal,MK,Hospital,Camila Castro,4,19152.66,76610.64,154
2025-03-03,Medellín,Loratadina Pfizer,Antiinflamatorio,Pfizer,Hospital,Ana Gómez,6,22287.79,133726.74,482
2025-03-03,Cartagena,Ibuprofeno Genfar,Vitaminas,Genfar,Farmacia,Juan Méndez,16,8266.72,132267.52,326
2025-03-03,Medellín,Amoxicilina Sandoz,Analgésico,Genfar,Hospital,Laura López,0,2563.36,0.0,140
2025-03-03,Barranquilla,Gripadol,Vitaminas,Pfizer,Hospital,Luis Martínez,4,16940.22,67760.88,286
2025-03-03,Cali,Loratadina Pfizer,Vitaminas,Genfar,Hospital,Paula Díaz,4,3080.0,12320.0,428
2025-03-03,Bucaramanga,Amoxicilina Sandoz,Vitaminas,MK,Distribuidor,Jorge Ruiz,2,20148.91,40297.82,80
2025-03-03,Barranquilla,Ibuprofeno Genfar,Analgésico,Genfar,Clínica,David Torres,16,6823.26,109172.16,454
2025-03-03,Bucaramanga,Doloran Forte,Antibiótico,Sandoz,Distribuidor,Laura López,1,9212.22,9212.22,127
2025-03-03,Cartagena,Vitamina C MK,Antibiótico,MK,Clínica,Luis Martínez,7,20497.53,143482.71,54
2025-03-03,Cartagena,Diclofenaco Pfizer,Antiinflamatorio,MK,Clínica,Carlos Pérez,6,24322.05,145932.3,452
2025-03-03,Cali,Ibuprofeno Genfar,Antiinflamatorio,Sandoz,Hospital,Luis Martínez,9,9011.82,81106.38,449
2025-03-03,Medellín,Ibuprofeno Genfar,Vitaminas,Sandoz,Distribuidor,Carlos Pérez,7,14590.45,102133.15000000001,362
2025-03-03,Cartagena,Acetaminofén MK,Antigripal,MK,Hospital,Paula Díaz,3,19852.65,59557.950000000004,489
2025-03-03,Cartagena,Diclofenaco Pfizer,Vitaminas,Sandoz,Distribuidor,Ana Gómez,15,13261.22,198918.3,251
2025-03-03,Manizales,Ibuprofeno Genfar,Antibiótico,Pfizer,Hospital,Laura López,1,17872.34,17872.34,465
2025-03-03,Cartagena,Vitamina C MK,Antibiótico,Genfar,Distribuidor,David Torres,1,19907.5,19907.5,365
2025-03-03,Medellín,Omeprazol Genfar,Analgésico,Genfar,Clínica,Camila Castro,5,6155.24,30776.199999999997,297
2025-03-03,Cartagena,Azitromicina MK,Antigripal,MK,Farmacia,Jorge Ruiz,10,9502.8,95028.0,315
2025-03-03,Cali,Acetaminofén MK,Antibiótico,Genfar,Farmacia,David Torres,4,24405.23,97620.92,380
2025-03-03,Medellín,Doloran Forte,Antibiótico,Pfizer,Farmacia,Jorge Ruiz,4,23748.77,94995.08,364
2025-03-03,Barranquilla,Amoxicilina Sandoz,Antiinflamatorio,Genfar,Hospital,Laura López,1,6711.88,6711.88,139
2025-03-03,Cartagena,Ibuprofeno Genfar,Antiinflamatorio,Genfar,Clínica,Paula Díaz,1,3462.84,3462.84,173
2025-03-03,Cali,Loratadina Pfizer,Vitaminas,Pfizer,Distribuidor,Juan Méndez,7,5292.13,37044.91,405
2025-03-03,Bucaramanga,Acetaminofén MK,Antigripal,Pfizer,Hospital,David Torres,9,7605.96,68453.64,175
2025-03-03,Barranquilla,Loratadina Pfizer,Antigripal,Genfar,Distribuidor,Carlos Pérez,9,2205.5,19849.5,243
2025-03-03,Cartagena,Amoxicilina Sandoz,Analgésico,Pfizer,Farmacia,Luis Martínez,5,20846.92,104234.59999999999,230
2025-03-03,Medellín,Diclofenaco Pfizer,Antigripal,Sandoz,Distribuidor,Sofía Ríos,12,4459.95,53519.399999999994,382
2025-03-03,Cartagena,Amoxicilina Sandoz,Analgésico,MK,Clínica,Paula Díaz,2,16784.99,33569.98,385
2025-03-03,Bogotá,Gripadol,Antigripal,MK,Distribuidor,Luis Martínez,7,4470.08,31290.559999999998,435
2025-03-03,Bucaramanga,Azitromicina MK,Antigripal,Pfizer,Distribuidor,Paula Díaz,6,15056.71,90340.26,85
2025-03-03,Barranquilla,Ibuprofeno Genfar,Vitaminas,Sandoz,Farmacia,Laura López,6,21181.97,127091.82,255
2025-03-03,Bogotá,Vitamina C MK,Antiinflamatorio,Genfar,Clínica,Ana Gómez,8,4467.37,35738.96,404
2025-03-03,Cali,Doloran Forte,Antiinflamatorio,MK,Hospital,Ana Gómez,10,20658.99,206589.90000000002,472
2025-03-03,Bucaramanga,Vitamina C MK,Antibiótico,MK,Hospital,Sofía Ríos,10,22445.98,224459.8,325
2025-03-03,Cali,Azitromicina MK,Antiinflamatorio,MK,Clínica,David Torres,9,3673.76,33063.840000000004,126
2025-03-03,Cali,Azitromicina MK,Antiinflamatorio,Sandoz,Clínica,Sofía Ríos,17,15261.31,259442.27,279
2025-03-03,Barranquilla,Doloran Forte,Antigripal,Genfar,Clínica,Luis Martínez,4,14302.15,57208.6,407
2025-03-03,Bucaramanga,Acetaminofén MK,Vitaminas,MK,Farmacia,Luis Martínez,12,23216.53,278598.36,78
2025-03-03,Barranquilla,Acetaminofén MK,Analgésico,MK,Hospital,Sofía Ríos,9,16965.4,152688.6,136
2025-03-03,Manizales,Azitromicina MK,Antigripal,MK,Farmacia,Carlos Pérez,2,6144.52,12289.04,357
2025-03-03,Barranquilla,Doloran Forte,Analgésico,Genfar,Distribuidor,Carlos Pérez,3,2395.03,7185.09,57
2025-03-03,Barranquilla,Amoxicilina Sandoz,Antibiótico,MK,Distribuidor,Camila Castro,1,10813.35,10813.35,236
2025-03-03,Bogotá,Ibuprofeno Genfar,Vitaminas,Pfizer,Distribuidor,Jorge Ruiz,13,12543.01,163059.13,317
2025-03-03,Medellín,Ibuprofeno Genfar,Antigripal,Genfar,Clínica,Ana Gómez,5,17444.54,87222.70000000001,451
2025-03-03,Medellín,Loratadina Pfizer,Analgésico,Genfar,Hospital,Paula Díaz,5,19969.24,99846.20000000001,422
2025-03-03,Cali,Vitamina C MK,Antigripal,Pfizer,Clínica,Carlos Pérez,1,10505.56,10505.56,427
2025-03-03,Medellín,Ibuprofeno Genfar,Antibiótico,Sandoz,Farmacia,Carlos Pérez,11,20294.91,223244.01,264
2025-03-03,Bucaramanga,Loratadina Pfizer,Antigripal,Sandoz,Clínica,Jorge Ruiz,1,14260.46,14260.46,436
2025-03-03,Barranquilla,Acetaminofén MK,Antigripal,Genfar,Clínica,Sofía Ríos,4,2702.03,10808.12,437
2025-03-03,Cali,Acetaminofén MK,Vitaminas,Genfar,Distribuidor,Ana Gómez,12,13730.56,164766.72,376
2025-03-03,Bogotá,Omeprazol Genfar,Antigripal,MK,Distribuidor,Laura López,3,16670.95,50012.850000000006,61
2025-03-03,Barranquilla,Azitromicina MK,Analgésico,MK,Hospital,Camila Castro,2,5402.76,10805.52,239
2025-03-03,Barranquilla,Gripadol,Antibiótico,Pfizer,Farmacia,Sofía Ríos,5,9281.94,46409.700000000004,55
2025-03-03,Bucaramanga,Amoxicilina Sandoz,Vitaminas,Genfar,Farmacia,Juan Méndez,8,5707.24,45657.92,287
2025-03-03,Barranquilla,Vitamina C MK,Vitaminas,Sandoz,Farmacia,Laura López,19,11127.31,211418.88999999998,488
2025-03-03,Barranquilla,Doloran Forte,Antibiótico,Pfizer,Distribuidor,Laura López,8,23994.13,191953.04,488
2025-03-03,Medellín,Omeprazol Genfar,Vitaminas,Sandoz,Farmacia,Camila Castro,5,11113.5,55567.5,274
2025-03-03,Manizales,Loratadina Pfizer,Analgésico,Pfizer,Clínica,Carlos Pérez,15,3125.11,46876.65,396
2025-03-03,Bogotá,Vitamina C MK,Antibiótico,Genfar,Farmacia,Camila Castro,7,20211.72,141482.04,183
2025-03-03,Cartagena,Azitromicina MK,Vitaminas,MK,Farmacia,Carlos Pérez,1,23624.64,23624.64,195
2025-03-03,Bucaramanga,Doloran Forte,Antiinflamatorio,Sandoz,Farmacia,Sofía Ríos,0,22569.5,0.0,175
2025-03-03,Medellín,Gripadol,Analgésico,Genfar,Clínica,Ana Gómez,6,11597.32,69583.92,183
2025-03-03,Cartagena,Loratadina Pfizer,Antigripal,Sandoz,Farmacia,Ana Gómez,6,18492.18,110953.08,203
2025-03-03,Manizales,Ibuprofeno Genfar,Analgésico,Pfizer,Farmacia,Juan Méndez,5,18114.86,90574.3,116
2025-03-03,Cali,Azitromicina MK,Vitaminas,Pfizer,Farmacia,Jorge Ruiz,12,21689.13,260269.56,483
2025-03-03,Manizales,Ibuprofeno Genfar,Antiinflamatorio,Genfar,Farmacia,Carlos Pérez,7,24182.43,169277.01,431
2025-03-03,Barranquilla,Amoxicilina Sandoz,Analgésico,Pfizer,Farmacia,Ana Gómez,2,19482.06,38964.12,354
2025-03-03,Medellín,Azitromicina MK,Antibiótico,Sandoz,Distribuidor,Juan Méndez,7,12912.7,90388.90000000001,223
2025-03-03,Medellín,Amoxicilina Sandoz,Antibiótico,Pfizer,Clínica,Carlos Pérez,0,2996.59,0.0,484
2025-03-03,Cartagena,Diclofenaco Pfizer,Vitaminas,Sandoz,Clínica,Luis Martínez,4,21974.41,87897.64,245
2025-03-03,Cali,Acetaminofén MK,Antibiótico,MK,Farmacia,Luis Martínez,9,21702.47,195322.23,172
2025-03-03,Bogotá,Diclofenaco Pfizer,Vitaminas,MK,Clínica,Juan Méndez,7,15078.96,105552.72,366
2025-03-03,Barranquilla,Doloran Forte,Antiinflamatorio,Pfizer,Hospital,Carlos Pérez,1,8698.07,8698.07,99
2025-03-03,Cartagena,Ibuprofeno Genfar,Antibiótico,Pfizer,Farmacia,Camila Castro,6,4608.77,27652.620000000003,131
2025-03-03,Manizales,Vitamina C MK,Vitaminas,Pfizer,Distribuidor,Camila Castro,8,4751.73,38013.84,105
2025-03-03,Bucaramanga,Ibuprofeno Genfar,Vitaminas,Genfar,Hospital,Sofía Ríos,6,22533.83,135202.98,374
2025-03-03,Cali,Loratadina Pfizer,Antiinflamatorio,Genfar,Farmacia,Luis Martínez,16,12749.56,203992.96,263
2025-03-03,Manizales,Vitamina C MK,Antigripal,Genfar,Hospital,Laura López,7,18514.69,129602.82999999999,119
2025-03-03,Medellín,Gripadol,Antigripal,Sandoz,Distribuidor,Laura López,9,10707.56,96368.04,155
2025-03-04,Bogotá,Amoxicilina Sandoz,Antigripal,Sandoz,Hospital,Laura López,2,21651.97,43303.94,381
2025-03-04,Cali,Diclofenaco Pfizer,Antibiótico,MK,Distribuidor,Juan Méndez,2,20946.81,41893.62,480
2025-03-04,Cartagena,Omeprazol Genfar,Antibiótico,Pfizer,Farmacia,Ana Gómez,6,6762.23,40573.38,451
2025-03-04,Bogotá,Omeprazol Genfar,Antigripal,MK,Hospital,Ana Gómez,17,5360.74,91132.58,477
2025-03-04,Medellín,Gripadol,Antibiótico,Genfar,Farmacia,Juan Méndez,3,21819.33,65457.990000000005,428
2025-03-04,Barranquilla,Vitamina C MK,Antigripal,Genfar,Distribuidor,Jorge Ruiz,8,13307.94,106463.52,51
2025-03-04,Bucaramanga,Diclofenaco Pfizer,Antigripal,Genfar,Farmacia,David Torres,6,16886.05,101316.29999999999,384
2025-03-04,Manizales,Diclofenaco Pfizer,Analgésico,Sandoz,Farmacia,Ana Gómez,18,10717.12,192908.16,136
2025-03-04,Medellín,Vitamina C MK,Vitaminas,Pfizer,Clínica,Sofía Ríos,5,6012.38,30061.9,50
2025-03-04,Manizales,Ibuprofeno Genfar,Antigripal,MK,Hospital,Juan Méndez,6,14470.5,86823.0,111
2025-03-04,Medellín,Doloran Forte,Antibiótico,MK,Hospital,Juan Méndez,14,13656.4,191189.6,252
2025-03-04,Bucaramanga,Diclofenaco Pfizer,Analgésico,Sandoz,Clínica,Paula Díaz,1,10589.97,10589.97,194
2025-03-04,Bogotá,Amoxicilina Sandoz,Vitaminas,MK,Distribuidor,Camila Castro,7,7270.44,50893.079999999994,450
2025-03-04,Barranquilla,Gripadol,Antigripal,Genfar,Farmacia,Carlos Pérez,16,6229.7,99675.2,157
2025-03-04,Manizales,Azitromicina MK,Vitaminas,Pfizer,Clínica,Paula Díaz,4,22006.71,88026.84,180
2025-03-04,Medellín,Gripadol,Analgésico,Pfizer,Farmacia,Laura López,7,11625.17,81376.19,457
2025-03-04,Bogotá,Vitamina C MK,Analgésico,Genfar,Hospital,David Torres,9,17333.27,155999.43,485
2025-03-04,Medellín,Ibuprofeno Genfar,Vitaminas,Pfizer,Hospital,Laura López,4,22601.95,90407.8,115
2025-03-04,Manizales,Diclofenaco Pfizer,Analgésico,Pfizer,Farmacia,Ana Gómez,7,10610.84,74275.88,93
2025-03-04,Barranquilla,Vitamina C MK,Vitaminas,MK,Hospital,Juan Méndez,9,20670.02,186030.18,72
2025-03-04,Bogotá,Loratadina Pfizer,Vitaminas,Pfizer,Clínica,David Torres,4,6476.03,25904.12,63
2025-03-04,Barranquilla,Omeprazol Genfar,Antigripal,MK,Distribuidor,Ana Gómez,2,7584.25,15168.5,420
2025-03-04,Manizales,Doloran Forte,Antiinflamatorio,Sandoz,Hospital,Carlos Pérez,12,10423.83,125085.95999999999,261
2025-03-04,Bucaramanga,Amoxicilina Sandoz,Antiinflamatorio,MK,Distribuidor,David Torres,14,19123.91,267734.74,459
2025-03-04,Barranquilla,Vitamina C MK,Vitaminas,MK,Distribuidor,Jorge Ruiz,3,23132.59,69397.77,249
2025-03-04,Bogotá,Loratadina Pfizer,Vitaminas,MK,Clínica,Luis Martínez,10,12671.57,126715.7,392
2025-03-04,Bucaramanga,Omeprazol Genfar,Analgésico,MK,Hospital,Laura López,11,10741.64,118158.04,138
2025-03-04,Cali,Ibuprofeno Genfar,Antigripal,MK,Farmacia,Sofía Ríos,1,6234.4,6234.4,83
2025-03-04,Medellín,Loratadina Pfizer,Analgésico,Genfar,Distribuidor,Paula Díaz,2,5368.08,10736.16,235
2025-03-04,Medellín,Diclofenaco Pfizer,Antiinflamatorio,Pfizer,Distribuidor,Carlos Pérez,16,10359.17,165746.72,473
2025-03-04,Bucaramanga,Azitromicina MK,Vitaminas,Genfar,Clínica,Jorge Ruiz,4,18402.01,73608.04,404
2025-03-04,Cartagena,Ibuprofeno Genfar,Vitaminas,Genfar,Distribuidor,Jorge Ruiz,10,23688.91,236889.1,139
2025-03-04,Barranquilla,Loratadina Pfizer,Analgésico,Genfar,Distribuidor,Paula Díaz,5,22960.9,114804.5,127
2025-03-04,Bucaramanga,Diclofenaco Pfizer,Antiinflamatorio,Genfar,Clínica,Luis Martínez,4,16245.5,64982.0,59
2025-03-04,Manizales,Vitamina C MK,Antiinflamatorio,MK,Distribuidor,Luis Martínez,16,9462.11,151393.76,358
2025-03-04,Cali,Gripadol,Antibiótico,MK,Clínica,Camila Castro,7,9166.18,64163.26,267
2025-03-04,Cali,Doloran Forte,Antibiótico,Sandoz,Clínica,Jorge Ruiz,2,17339.89,34679.78,108
2025-03-04,Manizales,Azitromicina MK,Antiinflamatorio,Pfizer,Hospital,Laura López,14,17755.42,248575.87999999998,265
2025-03-04,Medellín,Doloran Forte,Antiinflamatorio,Sandoz,Farmacia,Juan Méndez,6,23563.61,141381.66,361
2025-03-04,Manizales,Ibuprofeno Genfar,Antiinflamatorio,MK,Clínica,David Torres,5,14605.68,73028.4,451
2025-03-04,Barranquilla,Ibuprofeno Genfar,Antiinflamatorio,Sandoz,Clínica,Ana Gómez,2,1724.27,3448.54,91
2025-03-04,Manizales,Azitromicina MK,Vitaminas,Genfar,Hospital,Jorge Ruiz,2,7486.59,14973.18,418
2025-03-04,Cartagena,Omeprazol Genfar,Vitaminas,Genfar,Farmacia,Camila Castro,3,2605.87,7817.61,196
2025-03-04,Bogotá,Ibuprofeno Genfar,Antigripal,Genfar,Hospital,Luis Martínez,12,22492.66,269911.92,67
2025-03-04,Bucaramanga,Vitamina C MK,Analgésico,Pfizer,Distribuidor,Laura López,1,24971.63,24971.63,372
2025-03-04,Cartagena,Azitromicina MK,Vitaminas,Genfar,Clínica,Juan Méndez,5,8936.74,44683.7,386
2025-03-04,Cali,Gripadol,Antibiótico,Sandoz,Clínica,David Torres,6,5294.02,31764.120000000003,300
2025-03-04,Manizales,Omeprazol Genfar,Analgésico,Sandoz,Distribuidor,Juan Méndez,10,24470.23,244702.3,384
2025-03-04,Barranquilla,Azitromicina MK,Antiinflamatorio,Genfar,Clínica,David Torres,3,20221.15,60663.450000000004,428
2025-03-04,Cartagena,Omeprazol Genfar,Antiinflamatorio,MK,Distribuidor,Carlos Pérez,14,16877.14,236279.96,211
2025-03-04,Medellín,Omeprazol Genfar,Antiinflamatorio,Sandoz,Hospital,Camila Castro,6,21875.91,131255.46,253
2025-03-04,Cartagena,Gripadol,Antibiótico,MK,Clínica,Ana Gómez,2,4308.98,8617.96,184
2025-03-04,Medellín,Azitromicina MK,Antiinflamatorio,Genfar,Distribuidor,Carlos Pérez,5,1659.72,8298.6,301
2025-03-04,Cartagena,Omeprazol Genfar,Antigripal,MK,Hospital,Jorge Ruiz,5,8039.29,40196.45,100
2025-03-04,Barranquilla,Acetaminofén MK,Vitaminas,Genfar,Distribuidor,Laura López,12,16075.52,192906.24,183
2025-03-04,Medellín,Acetaminofén MK,Vitaminas,Genfar,Clínica,Sofía Ríos,7,4774.01,33418.07,351
2025-03-04,Barranquilla,Vitamina C MK,Analgésico,Sandoz,Farmacia,Sofía Ríos,10,16437.35,164373.5,362
2025-03-04,Barranquilla,Loratadina Pfizer,Vitaminas,Genfar,Distribuidor,Jorge Ruiz,8,5174.51,41396.08,124
2025-03-04,Medellín,Omeprazol Genfar,Vitaminas,MK,Farmacia,Juan Méndez,3,9086.03,27258.090000000004,430
2025-03-04,Cartagena,Omeprazol Genfar,Antibiótico,MK,Hospital,Carlos Pérez,7,22643.96,158507.72,342
2025-03-04,Manizales,Acetaminofén MK,Antigripal,MK,Clínica,Carlos Pérez,4,6677.69,26710.76,374
2025-03-04,Bucaramanga,Omeprazol Genfar,Antiinflamatorio,Pfizer,Farmacia,Juan Méndez,1,16212.29,16212.29,177
2025-03-04,Manizales,Omeprazol Genfar,Antigripal,Genfar,Clínica,David Torres,12,10587.37,127048.44,70
2025-03-04,Cali,Omeprazol Genfar,Antigripal,Sandoz,Clínica,Carlos Pérez,6,22164.12,132984.72,497
2025-03-04,Bogotá,Diclofenaco Pfizer,Vitaminas,MK,Hospital,David Torres,9,23321.06,209889.54,121
2025-03-04,Bogotá,Loratadina Pfizer,Antibiótico,Sandoz,Farmacia,Sofía Ríos,9,21937.85,197440.65,369
2025-03-04,Cali,Vitamina C MK,Vitaminas,MK,Clínica,Paula Díaz,4,19360.82,77443.28,203
2025-03-04,Cartagena,Diclofenaco Pfizer,Vitaminas,Sandoz,Distribuidor,Juan Méndez,6,5951.92,35711.520000000004,298
2025-03-04,Medellín,Amoxicilina Sandoz,Vitaminas,Genfar,Clínica,Laura López,8,16202.77,129622.16,485
2025-03-04,Cali,Azitromicina MK,Vitaminas,MK,Farmacia,Jorge Ruiz,8,16029.7,128237.6,154
